cJobId,cTitle,Status,Created Date,Start Date,End Date,sWork,Employer,sEducation,sExperience,sLocation,sOccupation,Occupation,Hours Per Week,Currency,Salary Frequency,Salary Description,Minimum Salary,Maximum Salary,fMinSalary,fMaxSalary,fMeanSalary,Sub-Industry,sIndustry
M4M7U4,"Senior Manager, Corporate And Governance Services",Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Expertise Limited,Some College/University,5-6 Years,George Town,13,Business services and administration managers not elsewhere classified,37.5,USD,Per Month,"USD$120,000 - USD$145,000 Per Annum (paid Monthly)","$120,000","$145,000","$100,000","$120,833","$110,417",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
M5K6N4,Warehouse Person,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Colin Williams T/a Css Employment Agency,High School or Equivalent,3-4 Years,George Town,460,Freight handlers,45,KYD,Bi-Monthly,"KYD$975 - KYD$1,316.25 Bi-Monthly (paid Bi-Monthly)","$23,400","$31,590","$23,400","$31,590","$27,495",Recruitment & Employment Agencies,Administrative and Support Service Activities
N2M4E4,Mason Helper For Summit Builders Limited,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Neville Narcisse T/a Jios Cleaning Services,High School or Equivalent,5-6 Years,George Town,454,Building construction labourers,45,KYD,Per Week,KYD$480 - KYD$600 Weekly,"$24,960","$31,200","$24,960","$31,200","$28,080",Cleaning Services,Administrative and Support Service Activities
N2M8W8,Senior Accountant,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Personnel 2000 Limited,Bachelor´s Degree,5-6 Years,George Town,96,Accountants,45,USD,Per Month,"USD$70,000 - USD$85,000 Per Annum (paid Monthly)","$70,000","$85,000","$58,333","$70,833","$64,583",Recruitment & Employment Agencies,Administrative and Support Service Activities
N4E8S3,Engineer,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Water Authority-cayman,Bachelor´s Degree,5-6 Years,George Town,47,Civil engineers,37.5,KYD,Per Month,"KYD$80,690 - KYD$100,860 Per Annum (paid Monthly)","$80,690","$100,860","$80,690","$100,860","$90,775","Water Supply, Sewerage & Waste Management","Water Supply; Sewerage, Waste Management and Remediation Activities"
N6A7W6,Steelman,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Path Limited T/a Bethel Pool & Spa,High School or Equivalent,5-6 Years,George Town,454,Building construction labourers,45,KYD,Per Hour,KYD$10 - KYD$12 Per Hour (paid Per Hour),"$23,400","$28,080","$23,400","$28,080","$25,740",Cleaning Services,Administrative and Support Service Activities
N8S6E6,Boat Deck Hand/ Yacth Maintenance Deck Hand/ Yacth,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Professioinal Yacht Management Ltd.,Certificate/Diploma,5-6 Years,West Bay,438,Ships deck crews and related workers,45,KYD,Per Month,"KYD$37,440 - KYD$46,800 Per Annum (paid Monthly)","$37,440","$46,800","$37,440","$46,800","$42,120",Manufacturing,Manufacturing
P2P5W7,Hair Stylist,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Roy Anthony Hopkins,Certificate/Diploma,5-6 Years,George Town,258,Hairdressers,45,KYD,Per Month,"KYD$14,040 - KYD$21,060 Per Annum (paid Monthly) + gratuities","$14,040","$21,060","$14,040","$21,060","$17,550","Hairdressing, Beauty Treatment & Other Personal Care",Other Service Activities
P3P7J6,Demi Chef De Partie,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Hospitality Services Ltd. T/a Hospitality Services Ltd,Certificate/Diploma,1-2 Years,Cayman Brac,215,Chefs,45,KYD,Bi-Weekly,KYD$7.5 - KYD$9.5 Per Hour (paid Bi-Weekly) + gratuities,"$17,550","$22,230","$17,550","$22,230","$19,890",Recruitment & Employment Agencies,Administrative and Support Service Activities
P3Y3J3,Accounts Payable Clerk,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Thompson Resorts,Associate Degree,3-4 Years,East End,239,Accounting and bookkeeping clerks,45,USD,Bi-Monthly,"USD$40,014 - USD$44,998.2 Per Annum (paid Bi-Monthly)","$40,014","$44,998","$33,345","$37,499","$35,422",Accommodation,Accommodation and Food Service Activities
P4Y6F4,Director Of Catering & Conference Services,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Khrg Cayman Employer Ltd,Associate Degree,3-4 Years,West Bay,32,Hotel Managers,45,USD,Bi-Weekly,"USD$75,000 - USD$83,000 Per Annum (paid Bi-Weekly)","$75,000","$83,000","$62,500","$69,167","$65,833",Accommodation,Accommodation and Food Service Activities
P5F8X4,Bartender,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Khrg Cayman Employer Ltd,High School or Equivalent,1-2 Years,Seven Mile Beach,257,Bartenders,45,USD,Bi-Weekly,"USD$14,040 - USD$18,720 Per Annum (paid Bi-Weekly) + gratuities","$14,040","$18,720","$11,700","$15,600","$13,650",Accommodation,Accommodation and Food Service Activities
P5Q8W8,Mason,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Faithia Pars T/a D & F Unique Construction,High School or Equivalent,5-6 Years,George Town,192,Employment agents and contractors,40,KYD,Bi-Weekly,KYD$10 - KYD$14 Per Hour (paid Bi-Weekly),"$20,800","$29,120","$20,800","$29,120","$24,960",Construction & Civil Engineering,Construction
P6E2K2,Shelf Stoker/cashier/sales Assistant,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Kathy Bodden,High School or Equivalent,3-4 Years,North Side,34,Retail and Wholesale Trade Managers,45,KYD,Bi-Monthly,KYD$6 - KYD$8 Per Hour (paid Bi-Monthly),"$14,040","$18,720","$14,040","$18,720","$16,380",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
P7E7T3,Store Supervisor,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Jefferson Pizza Services Ltd,Associate Degree,3-4 Years,George Town,33,Restaurant managers,45,KYD,Per Month,"KYD$26,000 - KYD$36,400 Per Annum (paid Monthly)","$26,000","$36,400","$26,000","$36,400","$31,200","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
P7Q7A4,Handyman,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Davis Leo Whitfield T/a Cable Tech Service & Maintenance,High School or Equivalent,3-4 Years,George Town,473,Odd job persons,45,KYD,Per Week,KYD$292.5 - KYD$315 Weekly,"$15,210","$16,380","$15,210","$16,380","$15,795","Electrical, Plumbing & Air-Conditioning Installation",Construction
P8X3X7,Assistant Auto Mechanic,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Andrea Marion Crawford T/a D &k Mobile Auto,High School or Equivalent,1-2 Years,George Town,345,Motor vehicle mechanics and repairers,40,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),"$12,480","$16,640","$12,480","$16,640","$14,560",Maintenance & Repair of Motor Vehicles & Motorcycles,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
Q2N8K2,Upholsterer/drapery Maker/furniture Installer,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Colin Williams T/a Css Employment Agency,Certificate/Diploma,5-6 Years,George Town,383,Upholsterers and related workers,45,KYD,Bi-Weekly,"KYD$900 - KYD$1,530 Bi-Weekly (paid Bi-Weekly)","$23,400","$39,780","$23,400","$39,780","$31,590",Recruitment & Employment Agencies,Administrative and Support Service Activities
Q3G3G3,Carpenter/mason,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Cleveland Frater T/a Cleveland's Janitorial Services,High School or Equivalent,10+ Years,George Town,322,Carpenters and joiners,45,KYD,Per Month,"KYD$32,760 Per Annum (paid Monthly)","$32,760","$32,760","$32,760","$32,760","$32,760",Cleaning Services,Administrative and Support Service Activities
Q3K5M7,Housekeeping Attendant,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Magic Maids Ltd T/a Mam Inday Cleaning Services,Certificate/Diploma,1-2 Years,George Town,262,Building caretakers,45,KYD,Per Week,"KYD$14,976 - KYD$15,600 Per Annum (paid Weekly)","$14,976","$15,600","$14,976","$15,600","$15,288",Cleaning Services,Administrative and Support Service Activities
Q3W5Y6,Sales Associate,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Cayman Fashion Group Ltd. T/a Soles & Polo,High School or Equivalent,1-2 Years,George Town,280,Contact centre salespersons,35,KYD,Bi-Monthly,"KYD$10,920 - KYD$16,380 Per Annum (paid Bi-Monthly)","$10,920","$16,380","$10,920","$16,380","$13,650",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
Q5A8X2,Sales Merchandiser/ Deliveryman,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Cayman Enterprises Ltd T/a Lasco Cayman Distributors,High School or Equivalent,1-2 Years,George Town,461,Shelf fillers,40,KYD,Bi-Monthly,KYD$693.33 - KYD$866.67 Bi-Monthly (paid Bi-Monthly),"$16,640","$20,800","$16,640","$20,800","$18,720",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
Q7S7X8,Drywall Installer Installer Installer,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Sharon Mcfield T/a Slm Construction,High School or Equivalent,1-2 Years,George Town,322,Carpenters and joiners,45,KYD,Bi-Weekly,KYD$900 Bi-Weekly (paid Bi-Weekly),"$23,400","$23,400","$23,400","$23,400","$23,400",Construction & Civil Engineering,Construction
Q8K5J5,Director Of Sales,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Grand Cayman Marriott Beach Resort,Bachelor´s Degree,1-2 Years,Seven Mile Beach,480,Managing Directors,45,KYD,Bi-Weekly,"KYD$900 - KYD$2,692.31 Bi-Weekly (paid Bi-Weekly)","$23,400","$70,000","$23,400","$70,000","$46,700",Accommodation,Accommodation and Food Service Activities
R2Y2C7,Farmer,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,East End Garden & Gifts Ltd T/a Cayman Farm & Garden,High School or Equivalent,5-6 Years,East End,447,Crop farm labourers,45,KYD,Bi-Weekly,KYD$7 - KYD$10 Per Hour (paid Bi-Weekly),"$16,380","$23,400","$16,380","$23,400","$19,890",Agriculture & Fishing,"Agriculture, Forestry and Fishing"
R3E8R2,Food And Beverage Server,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,TELL-ALL LTD. T/A GRAND OLD HOUSE,High School or Equivalent,3-4 Years,George Town,282,Food service counter attendants,45,KYD,Per Month,"KYD$16,380 Per Annum (paid Monthly)","$16,380","$16,380","$16,380","$16,380","$16,380","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
R6K5C5,Truck Driver/sideloader/forklift Operator,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Mack And Sons Trucking Ltd,High School or Equivalent,5-6 Years,George Town,433,Heavy truck and lorry drivers,44,KYD,Bi-Weekly,"KYD$27,456 - KYD$32,032 Per Annum (paid Bi-Weekly)","$27,456","$32,032","$27,456","$32,032","$29,744","Land, Water & Air Transport",Transportation and Storage
R6Y4V2,"Senior Director, Operations & Risk",Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,"Quallent Pharmaceuticals Health, Llc T/a Quallent Pharmaceuticals",Bachelor´s Degree,7-8 Years,Camana Bay,13,Business services and administration managers not elsewhere classified,45,KYD,Per Month,"KYD$150,000 - KYD$208,000 Per Annum (paid Monthly)","$150,000","$208,000","$150,000","$208,000","$179,000","Health, Medical & Social Care",Human Health and Social Work Activities
R7D6Q6,Prep Cook,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Foster's Food Fair Ltd.,High School or Equivalent,1-2 Years,George Town,255,Cooks,45,KYD,Per Week,KYD$10.8 - KYD$14.87 Per Hour (paid Weekly),"$25,272","$34,796","$25,272","$34,796","$30,034",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
S2R5Y8,Tiler,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Mango Group Limited,High School or Equivalent,9-10 Years,George Town,325,Floor layers and tile setters,45,KYD,Per Month,"KYD$37,440 Per Annum (paid Monthly)","$37,440","$37,440","$37,440","$37,440","$37,440",Construction & Civil Engineering,Construction
S2T4U8,Cleaner,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Maverick Group Ltd. T/a Au Pair,High School or Equivalent,Less Than 1 Year,George Town,441,Cleaners and helpers in offices hotels and other establishments,40,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),"$12,480","$16,640","$12,480","$16,640","$14,560",Recruitment & Employment Agencies,Administrative and Support Service Activities
S6X5Y2,Housekeeping Attendant,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,"Lcv Operations, Ltd.",High School or Equivalent,5-6 Years,George Town,261,Domestic housekeepers,45,KYD,Bi-Weekly,KYD$6 - KYD$7 Per Hour (paid Bi-Weekly) + gratuities,"$14,040","$16,380","$14,040","$16,380","$15,210",Advertising & Marketing Activities ,"Professional, Scientfic and Technical Activities"
S7J2H4,Head Of Regulatory And Legal Support Services,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Expertise Limited,Bachelor´s Degree,5-6 Years,George Town,12,Policy and planning managers,37.5,USD,Per Month,"USD$150,000 - USD$175,000 Per Annum (paid Monthly)","$150,000","$175,000","$125,000","$145,833","$135,417",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
S7K6D2,Experienced Pool Technician,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Pool Patrol Limited,High School or Equivalent,7-8 Years,George Town,445,Other cleaning workers,45,KYD,Per Week,KYD$765 - KYD$990 Weekly,"$39,780","$51,480","$39,780","$51,480","$45,630",Cleaning Services,Administrative and Support Service Activities
S8M7R2,Painter,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Kdp Construction & Colours Ltd. T/a Colours,High School or Equivalent,5-6 Years,Seven Mile Beach,331,Painters and related workers,45,KYD,Per Week,"KYD$18,720 - KYD$42,120 Per Annum (paid Weekly)","$18,720","$42,120","$18,720","$42,120","$30,420",Construction & Civil Engineering,Construction
T2V4U5,Pizza Maker/driver/customer Service Representative,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Jefferson Pizza Services Ltd,High School or Equivalent,Less Than 1 Year,George Town,462,Fast food preparers,45,KYD,Bi-Weekly,"KYD$14,040 - KYD$23,400 Per Annum (paid Bi-Weekly)","$14,040","$23,400","$14,040","$23,400","$18,720","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
T6K3G4,Assistant Cook,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Food For Thought Ltd T/a Food For Thought,Certificate/Diploma,3-4 Years,East End,255,Cooks,45,KYD,Per Week,KYD$375.3 - KYD$400.05 Weekly + gratuities,"$19,516","$20,803","$19,516","$20,803","$20,159","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
T8U4A3,Carpenter/mason,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Brown & Holness Holdings Ltd. T/a Brown & Holness Construction,High School or Equivalent,5-6 Years,George Town,322,Carpenters and joiners,45,KYD,Bi-Weekly,KYD$10 - KYD$15 Per Hour (paid Bi-Weekly),"$23,400","$35,100","$23,400","$35,100","$29,250",Construction & Civil Engineering,Construction
U4F8G3,Auto Mechanic,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Andrea Marion Crawford T/a D &k Mobile Auto,High School or Equivalent,1-2 Years,George Town,345,Motor vehicle mechanics and repairers,45,KYD,Per Hour,KYD$10 - KYD$12 Per Hour (paid Per Hour),"$23,400","$28,080","$23,400","$28,080","$25,740",Maintenance & Repair of Motor Vehicles & Motorcycles,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
U4W2V2,Tiler Helper,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Mango Group Limited,High School or Equivalent,5-6 Years,George Town,325,Floor layers and tile setters,45,KYD,Per Month,"KYD$28,080 Per Annum (paid Monthly)","$28,080","$28,080","$28,080","$28,080","$28,080",Construction & Civil Engineering,Construction
U5E2A8,Merchandiser,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Foster's Food Fair Ltd.,High School or Equivalent,No Experience,George Town,242,Stock clerks,45,KYD,Per Week,KYD$10.25 - KYD$14.11 Per Hour (paid Weekly),"$23,985","$33,017","$23,985","$33,017","$28,501",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
U6C5V5,Buyer/purchaser Merchandise,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Lg Contracting Ltd,High School or Equivalent,3-4 Years,George Town,188,Buyers,45,KYD,Per Month,"KYD$4,290 - KYD$5,850 Monthly","$51,480","$70,200","$51,480","$70,200","$60,840",Construction & Civil Engineering,Construction
U6H7U3,Cleaner,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Cayman Carpet Cleaning Ltd. T/a Cayman Carpet Cleaning,High School or Equivalent,5-6 Years,George Town,441,Cleaners and helpers in offices hotels and other establishments,45,KYD,Bi-Monthly,KYD$6 - KYD$8 Per Hour (paid Bi-Monthly),"$14,040","$18,720","$14,040","$18,720","$16,380",Cleaning Services,Administrative and Support Service Activities
U6Q8M3,Parts Associate & Technical Support,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Wirl Trading Co Ltd T/a Brandsource Home Gallery,Certificate/Diploma,3-4 Years,George Town,106,Technical and medical sales professionals (excluding ICT),45,KYD,Per Hour,KYD$10 - KYD$12 Per Hour (paid Per Hour),"$23,400","$28,080","$23,400","$28,080","$25,740",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
U6Y5W7,Real Estate Sales Associate,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Simba Limited T/a Re/max Cayman Islands,Bachelor´s Degree,10+ Years,George Town,193,Real estate agents and property managers,45,KYD,Per Month,"KYD$1,500 - KYD$2,000 Monthly","$18,000","$24,000","$18,000","$24,000","$21,000",Real Estate & Property Management,Real Estate Activities
U8K5N7,Merchandising Supervisor,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Foster's Food Fair Ltd.,High School or Equivalent,1-2 Years,George Town,273,Shop supervisors,45,KYD,Per Week,KYD$11.85 - KYD$16.31 Per Hour (paid Weekly),"$27,729","$38,165","$27,729","$38,165","$32,947",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
U8R8J8,Client Relationship Officer,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Uniting Capital,Bachelor´s Degree,5-6 Years,George Town,97,Financial and investment advisers,40,USD,Per Month,"USD$80,000 - USD$120,000 Per Annum (paid Monthly)","$80,000","$120,000","$66,667","$100,000","$83,333",Financial & Insurance Services,Financial and Insurance Activities
V3G6V2,Carpenter Helper / Mason Helper/labourer,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Delrosa M. Myles T/a Dynasty Construction & Maintenance Services,High School or Equivalent,5-6 Years,George Town,454,Building construction labourers,40,KYD,Bi-Monthly,"KYD$1,040 Bi-Monthly (paid Bi-Monthly)","$24,960","$24,960","$24,960","$24,960","$24,960",Construction & Civil Engineering,Construction
V5R8E7,Digital Marketing Coordinator,Closed,03-Jan-25,03-Jan-25,17-Jan-25,Full-time,Infinity Broadband Ltd,Bachelor´s Degree,5-6 Years,George Town,104,Advertising and marketing professionals,45,KYD,Bi-Monthly,"KYD$1,500 - KYD$1,800 Bi-Monthly (paid Bi-Monthly)","$36,000","$43,200","$36,000","$43,200","$39,600",Media & Communications,Information and Communication
