cJobId,cTitle,sWork,sEducation,sExperience,sLocation,sOccupation,sIndustry,fMinSalary,fMaxSalary,fMeanSalary
C5R6Q8,Dining Room Server/kitchen Helper/bartender/housekeeper/ma & Grounds Person,1,1,2,12,257,0,12285.00,12285.00,12285.00
C7J4H5,Front Desk Attendant/office Assistant,1,1,3,3,236,5,16380.00,23400.00,19890.00
C8Y6V6,Kitchen Helper,1,1,2,13,463,2,14040.00,16380.00,15210.00
D2B5Y3,Biomedical Technician,1,4,3,2,164,9,56992.00,119652.00,88322.00
D2M2M6,Mason,1,1,4,3,320,19,30420.00,35100.00,32760.00
D2V2S5,Painter,1,1,3,3,454,5,21060.00,28080.00,24570.00
D2X3C4,Hs Head Of Sixth Form,1,5,4,3,83,6,53700.00,71700.00,62700.00
D3H2Y5,Sales Person,1,1,2,3,278,3,14040.00,21060.00,17550.00
D3M3G8,Chief Analyst – Banking Supervision Division,1,5,4,3,98,8,88043.00,109374.00,98708.50
D3S2T7,Counselor/ Family Therapist,1,6,3,3,126,9,70000.00,80000.00,75000.00
D4J5M3,Kitchen Assistant,1,1,5,0,463,0,14040.00,18720.00,16380.00
D8A8B5,Senior Trust Officer,1,3,4,1,97,8,75000.00,100000.00,87500.00
E2M8F5,Server,1,1,3,5,256,14,14040.00,16380.00,15210.00
E3G4U7,Smoothie Maker/ Cleaner/ Supervisor,1,1,2,3,282,3,14040.00,23400.00,18720.00
E6C7S5,Sous Chef,1,1,4,3,215,0,26000.00,62400.00,44200.00
E6X7M2,Line Cook,1,1,7,3,255,0,33930.00,33930.00,33930.00
E8C8M8,Associate,1,5,3,3,118,14,165000.00,185000.00,175000.00
F2X8S2,Counter Clerk,1,1,4,3,244,19,24000.00,48000.00,36000.00
F3T2G7,Assistant Baker,1,1,4,3,372,2,15600.00,17550.00,16575.00
F5M5X6,Mason,1,1,4,3,320,5,14040.00,15210.00,14625.00
F7B8B5,Food And Beverage Server,1,3,3,8,256,0,10530.00,11700.00,11115.00
G2S3F3,Store Clerk,1,1,3,11,276,19,14040.00,25740.00,19890.00
G4Q6R3,Bookings And Treatment Coordinator,1,1,3,8,287,19,31990.40,42000.00,36995.20
G5C7C2,Teacher / Head Of Computer Science / Head,1,5,7,3,83,6,60000.00,77000.00,68500.00
G5Y4C3,Event Labourer,1,1,2,3,456,19,14040.00,23400.00,18720.00
G6P2B6,Gardener,1,1,3,0,298,2,18720.00,23400.00,21060.00
G6U6P8,Food & Beverage Server,1,1,2,13,375,2,14040.00,16380.00,15210.00
H2E4C4,Maintenance Person Person Person,1,1,2,3,443,14,18720.00,28080.00,23400.00
H3B7K8,Assistant Vice President - Structured Finance,1,5,3,3,194,8,66666.67,95833.33,81250.00
H4Q5U8,Handyman,1,1,1,3,454,2,14040.00,16380.00,15210.00
H5W8R7,Gardener For Turf Tech Ttd For Turf Tech,1,1,4,3,450,2,16380.00,21060.00,18720.00
H6T2M8,Sales Associate,1,1,4,8,271,19,14560.00,16640.00,15600.00
H8C3A2,Event Coordinator,1,5,4,3,191,19,30000.00,30000.00,30000.00
J4U2V4,Bartenter/server,1,3,4,13,257,0,11700.00,15210.00,13455.00
J6C2T3,Paralegal,1,5,4,3,206,14,66666.67,104166.67,85416.67
J8N2Y4,Food And Beverage Server,1,1,3,3,282,2,16380.00,21060.00,18720.00
K2T2J2,Gardener,1,1,6,3,450,19,26000.00,36400.00,31200.00
K3W6U8,Director Head Of Funds,1,5,7,5,480,14,166666.67,208333.33,187500.00
K7T2C7,Team Leader (restaurant),1,1,4,3,33,0,41600.00,57200.00,49400.00
M2A6A2,Hairstylist/loctician,1,1,2,0,258,13,14040.00,18720.00,16380.00
M2N3M4,Trust Officer,1,3,3,1,97,8,60000.00,80000.00,70000.00
M3E4Y4,Nail Tech,1,1,3,3,258,13,16380.00,21060.00,18720.00
M3P3Q7,Ac Techinican Techinican Techinican,1,1,4,3,330,19,30420.00,35100.00,32760.00
M4S5G8,Managing Director,1,5,6,3,480,8,166666.67,216666.67,191666.67
M4U4N5,Counsel,1,5,7,3,118,14,200000.00,233333.33,216666.67
M5J8N3,Cook,1,1,2,12,255,0,10530.00,14040.00,12285.00
M7K8D5,Mechanic Helper,1,1,7,3,485,5,23400.00,26000.00,24700.00
M7K8T5,Kitchen Helper,1,1,4,3,463,0,14040.00,16380.00,15210.00
N2F7Y4,Welder,1,3,4,3,335,5,28080.00,35100.00,31590.00
N3G7W2,Area Director (hr),1,5,5,3,11,14,104166.67,133333.33,118750.00
N4E7G6,Food And Beverage Server,1,1,2,3,256,2,14625.00,17550.00,16087.50
N7W8H6,Talent Acquisition Specialist,1,4,4,3,11,8,50001.25,70833.75,60417.50
N8Q6P3,Delivery Man/shelf Packer,1,1,3,3,461,19,15210.00,23400.00,19305.00
N8X7G4,Sous Chef,1,1,4,3,215,0,41600.00,52000.00,46800.00
P4K5D6,Vice President - Structured Finance,1,5,4,3,194,8,83333.33,112500.00,97916.67
P4N7D2,Hs Teacher Of Science (biology),1,5,3,3,83,6,49700.00,69700.00,59700.00
P5R2J2,Relationship Sales & Development Manager,1,4,4,11,14,19,45630.00,59997.60,52813.80
P7E3J4,Sales Associate,1,1,3,3,187,19,14040.00,16380.00,15210.00
Q4B3S4,Sales And Marketing Manager,1,5,4,3,14,16,72000.00,96000.00,84000.00
Q4X2C6,Work Site Cleaner,2,1,2,3,333,5,22100.00,26000.00,24050.00
Q5K7J6,Property Manager,1,2,4,4,193,16,60000.00,75000.00,67500.00
Q8M4F8,Bookeeper,1,4,4,3,239,19,35100.00,46800.00,40950.00
Q8V8M6,Cashier/ Pump Attendant,3,1,2,3,281,19,23400.00,23400.00,23400.00
R3N8T5,Warehouse Assistant,1,1,3,3,456,19,23400.00,32760.00,28080.00
R7E8P7,Cashier,1,1,1,3,275,19,14040.00,25740.00,19890.00
R8D8H2,Bartender,1,1,3,3,257,0,11700.00,22230.00,16965.00
R8G7M3,Maintenance Handyman,1,1,4,11,454,2,21060.00,23400.00,22230.00
S2X3C5,Barber,1,3,4,12,259,13,23400.00,23400.00,23400.00
S3E3R3,Hs Teacher Of Music,1,5,3,3,83,6,49700.00,69700.00,59700.00
S3Q4Q2,Senior Financial Accountant,1,5,3,3,96,8,70833.33,79166.67,75000.00
S3T8R8,Bartender,1,1,3,3,257,0,11700.00,22230.00,16965.00
S4V5P4,Plaster Finisher,1,1,4,3,321,5,30420.00,30420.00,30420.00
S5S5Q8,Line Cook,1,1,3,7,255,0,15210.00,21060.00,18135.00
S6P4K3,Kitchen Helper,1,1,4,3,463,0,14040.00,14040.00,14040.00
S6W4S6,Executive Assistant To Global Senior Partner,1,3,4,1,198,14,58333.33,91666.67,75000.00
S7J6X4,Barber,1,1,4,3,259,3,15210.00,35100.00,25155.00
S7S2T3,Janitor,1,1,7,0,440,14,16640.00,20800.00,18720.00
S8E5B7,Vehicle Claims Engineer,1,4,3,3,100,8,60000.00,73400.00,66700.00
S8W2T5,Domestic - Nanny,1,3,2,3,440,1,13790.40,14560.00,14175.20
T3N3B7,Business Services Administrator,1,1,4,13,13,14,18000.00,24000.00,21000.00
T3X3Y6,Food And Beverage Server,1,1,3,3,256,0,14040.00,14040.00,14040.00
T5T3W7,Hs Teacher Of Psychology,1,5,3,3,83,6,49700.00,69700.00,59700.00
T7J8S6,Food And Beverage Server,1,1,3,3,256,0,11700.00,18720.00,15210.00
T7M6G4,Dishwasher,1,1,1,3,462,2,14040.00,16380.00,15210.00
T7T7F2,Clinical Supervisor,1,6,4,3,72,9,70000.00,80000.00,75000.00
T8V2A8,Project Superintendent,1,3,3,3,149,5,60000.00,84000.00,72000.00
U2W8G3,Brand Ambassador,1,1,2,3,14,19,42000.00,56700.00,49350.00
U3N3W4,Janitor,1,1,4,0,445,14,14560.00,14560.00,14560.00
U3T6F7,Food & Beverage Director,1,1,3,3,33,2,125000.00,137500.00,131250.00
U3U6C3,Executive Chef,1,1,4,3,215,2,125000.00,137500.00,131250.00
U5A2C7,Waiter/waitress (food And Beverage Server),1,1,2,12,256,0,14040.00,18720.00,16380.00
U5M4S8,Travel Agent,1,1,7,3,231,2,39600.00,51600.00,45600.00
U6K7X7,Clinical Practice Supervisor,1,6,4,3,72,9,75000.00,85000.00,80000.00
U7K4N5,Team Leader (restaruant),1,1,4,3,33,0,41600.00,57200.00,49400.00
U8J6M5,Hairdresser,1,1,4,3,258,14,21600.00,21600.00,21600.00
U8R8X3,Dental Assistant,1,3,7,1,172,9,65520.00,65520.00,65520.00
V2E4K8,Paint Sales Associate,1,1,3,3,283,19,28080.00,35100.00,31590.00
V4E3D4,Hs Teacher Of Humanities (history),1,5,3,3,83,6,49700.00,69700.00,59700.00
V4P7U3,Journalist,1,2,4,3,130,10,54999.96,68000.04,61500.00
V5S5B7,Electronic Engineering Officer (air Traffic Engineer),1,5,7,3,55,17,65644.80,88254.40,76949.60
V5X6R8,Baker,1,3,3,8,372,0,14040.00,14040.00,14040.00
V6E8M4,Food & Beverage Server,1,3,3,1,282,0,17550.00,19890.00,18720.00
V6R2F6,Underwriting Manager-group Insurance Services,1,5,7,3,13,8,130000.00,145000.00,137500.00
V7B4W2,Kitchen Helper,1,3,3,5,463,14,14040.00,16380.00,15210.00
W2D5C5,Janitor,3,1,2,13,445,2,14040.00,16380.00,15210.00
W2W7V3,Kitchen Helper,1,1,3,3,463,0,14040.00,19890.00,16965.00
W3V8N7,Event Planner,1,5,4,3,191,4,23400.00,28080.00,25740.00
W4A3K6,Purchasing Manager,1,5,3,8,239,0,54990.00,65005.20,59997.60
W4A7V2,Assistant Baker,1,3,3,8,372,0,11700.00,11700.00,11700.00
W4R3H5,Registered Dental Hygienist,1,3,3,3,172,9,60000.00,84000.00,72000.00
W4Y6F2,Carpenter,1,1,6,11,322,14,26000.00,26000.00,26000.00
W5E4Q8,Executive Administrative Assistant ,2,3,3,3,198,2,58500.00,93600.00,76050.00
W5K3M7,Graphic Design Associate,1,1,2,8,62,0,21060.00,28080.00,24570.00
W5M3P8,Upholsterer,1,1,4,11,383,11,14625.00,35100.00,24862.50
W6N8T7,Assistant Vice President - Fatca,1,5,3,3,194,8,66666.67,83333.33,75000.00
W7H7T7,Auto Body Painter,1,1,4,3,331,17,24000.00,30000.00,27000.00
W7N8K5,Janitor,1,1,4,3,333,14,16640.00,16640.00,16640.00
W7S2G8,Project Manager (offshore Only),1,3,7,3,22,14,99996.00,99996.00,99996.00
W8R7Q7,Hs Teacher Of Humanities (religious Education & History),1,5,3,3,83,6,49700.00,69700.00,59700.00
X4J8S5,Deputy Head – | Financial Stability & Statistics Division,1,6,4,3,13,8,106610.00,132943.00,119776.50
X7F3K3,Car Washer,1,1,2,3,443,14,14040.00,14040.00,14040.00
X7U6P2,Drywall Finisher / Installer,1,1,7,3,322,5,32760.00,32760.00,32760.00
X7Y5N7,Glazier Fabricator,1,1,7,3,328,19,17550.00,21060.00,19305.00
Y2F5Y5,Cashier/sales Representative,1,1,2,3,275,19,16380.00,20800.00,18590.00
Y3S5V2,Cook/line Cook,1,1,4,3,255,0,18200.00,26000.00,22100.00
Y6F8E6,Spa Director,1,1,4,3,32,2,91666.67,116666.67,104166.67
Y6U2Y8,Registered Nurse,1,3,3,3,67,9,54007.20,67204.80,60606.00
Y6V4D4,Speech Language Pathologist/audiologist,1,5,3,3,78,6,48000.00,84000.00,66000.00
Y7Y7X5,Spa And Retail Supervisor,1,3,3,8,34,0,14040.00,20404.80,17222.40
B3G8J7,Security Officer,1,1,3,3,293,2,16380.00,23400.00,19890.00
B5N8N4,Mason,1,1,3,3,320,5,28080.00,30420.00,29250.00
D2Q3Q8,Bartender/ Food & Beverage Server,0,1,2,12,257,0,6240.00,6240.00,6240.00
D5A6D8,Line Cook,1,1,3,11,215,0,28594.80,31192.20,29893.50
D8Y3X5,Tattoo Artist,1,3,5,8,259,19,19500.00,130000.00,74750.00
E8K3R6,Security Guard,1,1,0,3,293,2,16380.00,28080.00,22230.00
G6X7Q8,Pest Control Technician Control Technician Control,1,1,3,3,389,11,21600.00,24000.00,22800.00
G8N5N3,Store Clerk/ Cleaner Clerk/ Cleaner Clerk/,1,1,2,3,275,19,12480.00,16640.00,14560.00
N3C6R6,Multi-purpose Clerk,1,4,2,3,198,2,14040.00,14040.00,14040.00
S3P8C2,Store Clerk/deli Clerk,1,1,2,12,275,19,14625.00,14625.00,14625.00
T2J6W8,Mason Helper/carpenter Helper,1,1,3,3,454,5,23400.00,28080.00,25740.00
T3M6M5,Scuba Instructor,1,1,2,3,386,2,14625.00,19500.00,17062.50
T3S2P7,Cell Phone Repairman,1,1,3,3,141,19,16640.00,24960.00,20800.00
A2U4U5,Registered Veterinary Nurse,1,3,3,3,171,5,36400.00,41600.00,39000.00
A4B4D2,Kitchen Helper,1,3,3,3,463,0,12480.00,12480.00,12480.00
A5S5B4,Veterinary Surgeon,1,7,2,3,71,5,48000.00,60000.00,54000.00
A7R6J4,Carpenter's Helper,1,1,3,3,322,5,35100.00,42120.00,38610.00
B2F2G6,Auto Bodyman,1,1,7,3,345,19,32760.00,32760.00,32760.00
B4B5W4,Courier Driver,1,1,2,3,244,5,20800.00,24960.00,22880.00
B5B6X8,Tiler,1,1,7,3,325,5,32760.00,32760.00,32760.00
B5F8N2,Florist,1,3,4,3,298,5,26000.00,31200.00,28600.00
B6K8H7,Pest Control &fertilization Technician/gardener,1,1,4,3,389,5,23400.00,32760.00,28080.00
B7G6H6,Mechanic,1,1,4,3,345,19,23400.00,28080.00,25740.00
B7Q8W3,Vice President (aeoi),1,5,5,3,480,8,83333.33,95833.33,89583.33
B8J8P3,Senior Project Manager,1,5,4,3,13,7,74859.20,97323.20,86091.20
C4C8V2,Electrician,1,4,4,3,366,2,28080.00,42120.00,35100.00
C6S6G4,Office Clerk,1,2,3,3,223,13,18720.00,21060.00,19890.00
C8U3K5,Mason Helper,1,1,7,3,320,5,20800.00,24960.00,22880.00
D4G7M8,Construction Project Manager,1,5,4,3,22,5,83333.33,100000.00,91666.67
D5S6X2,General Helper,1,1,4,3,454,19,18720.00,23400.00,21060.00
D7U6J2,"Vice President, Card Services Projects And Solutions",1,5,4,3,13,8,95000.00,135000.00,115000.00
E4A4J3,Automotive Electrician Mechanic,1,3,4,3,345,19,55000.00,57000.00,56000.00
E4W2R2,Teacher Of Mathematics,1,5,3,3,83,13,52500.00,63000.00,57750.00
E5J8M7,Domestic Helper/property Housekeeper,1,1,2,3,261,16,18720.00,23400.00,21060.00
E6J4E2,Executive Assistant/immigration Administrator,1,5,4,3,198,2,18000.00,24000.00,21000.00
E7H6K7,Carpenter,1,1,4,3,322,5,35100.00,58500.00,46800.00
E7V2S6,Steelman/mason,1,1,4,3,454,5,25740.00,30420.00,28080.00
E8B4N6,Mason/marmoran,1,1,3,3,317,5,25740.00,30420.00,28080.00
F2A4U4,"Avp, Money Laundering Reporting Officer Money Laundering Reporting",1,5,4,3,13,8,100000.00,125000.00,112500.00
F2S3R5,Elementary School Assistant Principal,1,6,3,1,29,6,68400.00,92400.00,80400.00
F3N8S2,Drywall Finisher,1,1,4,3,454,5,32760.00,39780.00,36270.00
F3T8P4,Assistant Electrician,1,2,2,3,366,2,18720.00,23400.00,21060.00
F4A3D5,Teacher Of Art And Design,1,5,3,3,83,13,52500.00,63000.00,57750.00
F6J7F5,Accountant,1,5,4,3,96,14,62500.00,79166.67,70833.33
F8N5J7,Workshop Apprentice,5,1,0,3,485,11,14040.00,18720.00,16380.00
F8T5D7,Auto Mechanic/welder,1,3,4,3,345,19,18000.00,24000.00,21000.00
G3D6U8,Hairstylist/beauty Therapist,1,3,4,8,258,13,18200.00,52000.00,35100.00
G3M8F6,Cashier,1,1,2,3,275,19,14040.00,18720.00,16380.00
G4U2Y4,Driver/tour Guide,1,1,4,3,432,17,17550.00,18720.00,18135.00
G5N8Q8,Senior Policy & Development Officer – Policy & Development Division,1,5,3,3,101,8,74218.00,90018.00,82118.00
G8B4J3,Cleaner,1,1,3,3,440,2,15210.00,19890.00,17550.00
H3B3H3,Labourer,1,1,2,3,454,2,15795.00,21060.00,18427.50
H4D7B3,Make-up And Skincare Sales Associate,1,1,3,1,226,19,28080.00,32760.00,30420.00
H8F5E4,Front Desk Attendant,1,1,2,3,226,19,14040.00,22230.00,18135.00
H8Q8X2,Real Estate Agent,1,5,3,3,193,16,11700.00,11700.00,11700.00
J2J5V8,Cleaner,1,1,4,3,441,2,16380.00,18720.00,17550.00
J3B5X5,Assistant Mechanic,1,3,3,3,345,19,18000.00,24000.00,21000.00
J3P7X2,Wireman,1,1,4,3,364,5,37440.00,39780.00,38610.00
J5Q2T6,Operations Supervisor,1,5,4,3,149,5,60000.00,65000.00,62500.00
J8B4B6,Tiler,1,3,4,3,325,2,25740.00,35100.00,30420.00
K3C6K6,Server / Barista / Barista /,1,1,4,3,256,0,18720.00,22230.00,20475.00
K3G6A2,Kitchen Helper/f&b Server,1,1,2,12,463,0,12480.00,12480.00,12480.00
K3K7N3,Automotive Technician Mechanic,1,3,4,3,345,19,58000.00,60000.00,59000.00
K4A3W2,Food & Beverage Server,1,1,4,3,257,0,18720.00,18720.00,18720.00
K4C8R3,Janitor/housekeeper,1,1,4,3,261,2,16380.00,18720.00,17550.00
K4D2S5,Furniture Installer,1,3,4,3,349,2,28080.00,33930.00,31005.00
K4F8J8,Kitchen Helper/delivery Person,1,1,2,3,463,0,14040.00,18720.00,16380.00
K6G5W5,Mechanic's Assistant/gardener,1,1,3,3,298,2,18720.00,28080.00,23400.00
K8X8Q3,Cell Phone Repair And Service Technician,1,1,3,3,141,19,16640.00,24960.00,20800.00
M2R2S3,Security Engineer,1,5,4,3,24,8,82404.00,110041.00,96222.50
M3J4T5,Pharmacy Technician,1,3,2,3,166,19,29120.00,41600.00,35360.00
M6S2F8,Senior Project Manager,1,5,7,8,22,5,216000.00,300000.00,258000.00
M7D4Y8,Secretary,1,3,4,3,223,14,45000.00,51000.00,48000.00
M8E8A7,Marketing Manager,1,5,7,3,104,8,83333.33,91666.67,87500.00
N2P2W5,Office Clerk/ Office Administration Sc,1,2,3,8,242,13,16380.00,16380.00,16380.00
N4J7N8,Sales Person,1,1,2,3,187,19,14040.00,16380.00,15210.00
N5K6U7,Sous Chef,1,1,4,3,215,0,36400.00,41600.00,39000.00
N5T3V2,Beautician & Massage Therapist,1,1,2,3,259,13,14400.00,14400.00,14400.00
N6T3X3,Hs Teacher Of Physical Education (jobref#b151-24-25),1,5,3,3,83,6,49700.00,69700.00,59700.00
N7F4S7,Construction Manager,1,5,4,3,22,5,83333.33,100000.00,91666.67
N7J8T8,Veterinarian,1,7,3,3,71,14,57600.00,60000.00,58800.00
P6W3U7,Ab Crew Member / Mate,1,3,5,3,420,3,24000.00,28800.00,26400.00
P6W8C4,Fence Labourer,1,1,4,3,454,19,19890.00,26910.00,23400.00
P7U6Q5,Store Clerk/cashier/front Desk Clerk/general Helper,1,1,3,12,275,19,16380.00,21060.00,18720.00
P7Y5T2,Painter Carpenter,1,1,3,3,331,2,23400.00,35100.00,29250.00
P8D3U6,Construction Site Supervisor,1,5,4,3,149,5,40000.00,50000.00,45000.00
P8R4C7,Carpenter/mason,1,1,4,3,322,5,30420.00,30420.00,30420.00
P8Y6E3,Painter/dry Wall Finisher,1,1,3,3,331,5,30420.00,39780.00,35100.00
Q2C5D7,Standing Seam And Carpenter’s Laborer,1,1,3,3,322,5,22880.00,34320.00,28600.00
Q2G7H6,Project Controller,1,4,4,3,194,7,54745.60,71156.80,62951.20
Q2S7S3,Cabinet Installer,1,1,4,3,322,11,32760.00,39780.00,36270.00
Q2W8R3,Beautician & Massage Therapist,1,1,3,3,259,13,14393.60,14393.60,14393.60
Q3A3C2,Tiler,1,1,4,3,454,5,32760.00,39780.00,36270.00
Q3D4X7,Medical Doctor,1,6,7,3,64,9,180000.00,240000.00,210000.00
Q4J5T5,Sales Clerk,1,1,2,3,271,19,14040.00,18720.00,16380.00
Q4Q7R3,Standing Seam And Carpenter’s Laborer,1,1,3,3,322,11,22880.00,34320.00,28600.00
Q4S8U6,Chef De Partie De Partie De,1,3,2,8,215,0,16380.00,23400.00,19890.00
Q5A3S8,Pharmacy Assistant,1,2,2,3,166,19,20800.00,29120.00,24960.00
Q5F6D2,Handyman,1,1,2,11,454,4,14560.00,16640.00,15600.00
Q7E3Q5,Tearoom Server/food Prep,1,1,2,3,282,19,18720.00,23400.00,21060.00
Q7W2W2,Fitness Instructor,1,5,5,3,211,4,72800.00,124800.00,98800.00
Q8S6V2,Car Washer,1,1,2,3,443,2,15795.00,18720.00,17257.50
R2W2Y3,Compliance Officer,1,5,5,3,194,8,60000.00,70000.00,65000.00
R2X4Y6,Senior Regulatory Consultant,1,5,4,3,13,8,125000.00,133333.33,129166.67
R3N8K6,Mason/carpenter/tiler,1,3,4,3,322,2,23400.00,35100.00,29250.00
R4S3A6,Carpenter,1,1,4,3,322,5,24960.00,33280.00,29120.00
R5J5K2,Property Specialist,1,3,4,3,193,16,45000.00,70000.00,57500.00
R8M2W2,Compliance Officer Officer Officer,1,5,4,3,97,2,60000.00,70008.00,65004.00
R8X5T5,Seagoing Master/chief Engineer,1,3,5,3,49,3,33600.00,42000.00,37800.00
S5S7G6,Partner,1,6,7,11,96,14,155000.00,205000.00,180000.00
S6K6Y2,Travel Agent,1,1,7,3,231,2,43200.00,60000.00,51600.00
S8A2X8,Project Administrator For Safety,1,3,3,8,149,5,96000.00,120000.00,108000.00
T2E8H4,Advisory Senior (internal Audit),1,5,3,3,96,14,60417.50,62497.50,61457.50
T5C8Q4,Assistant Mechanic,1,1,4,3,345,19,18000.00,24000.00,21000.00
T5R7G6,Car Washer,1,1,2,3,441,19,21060.00,21060.00,21060.00
T6E6M2,Electrician Helper,1,1,2,3,364,2,18720.00,29250.00,23985.00
U4Y6N3,Funds Paralegal,1,3,4,3,206,14,66666.67,95833.33,81250.00
U5D3K7,Project Administrator,1,4,4,3,13,14,45000.00,60000.00,52500.00
U5R4W7,Mason,1,1,5,3,320,5,28080.00,28080.00,28080.00
U6X4B2,Chief Information Officer,1,5,7,3,24,8,127592.00,170123.00,148857.50
U7D4S8,Registered Nurse,1,5,4,3,67,9,48000.00,66000.00,57000.00
U7H3V3,Head of Compliance and Sustainability,1,5,5,3,10,8,108333.33,125000.00,116666.67
U7J2N5,Handyman,1,1,3,8,454,13,23208.12,23208.12,23208.12
U7U5H5,Cashier,1,1,4,3,275,19,12480.00,13520.00,13000.00
V2D5V8,Construction Superintendent,1,5,4,3,149,5,40000.00,55000.00,47500.00
V5F3C2,Sales Clerk,1,1,4,3,242,19,14040.00,21060.00,17550.00
V6M2P5,Store Clerk,1,1,3,3,242,19,14040.00,21060.00,17550.00
V6U4T5,Corporate Secretary,1,2,4,3,198,8,82407.00,110038.50,96222.75
V7V4C2,Help Desk Technician,1,5,4,3,218,10,18000.00,24000.00,21000.00
V8R5T8,Customer Service Representative,1,1,4,3,226,19,46000.00,48000.00,47000.00
W2R6A5,Pool Construction/maintenance (aquatic Pools),1,1,4,3,318,5,39520.00,62400.00,50960.00
W3M7N3,Library Director,1,6,4,3,31,2,59163.00,60411.00,59787.00
W5H2X3,Sales Executive/mixologist,0,3,4,3,257,19,6760.00,6760.00,6760.00
W5U8W4,Mason (aquatic Pools),1,1,4,3,318,5,39520.00,62400.00,50960.00
W7E6N4,Photographer/videographer,1,1,3,3,212,14,43333.33,52000.00,47666.67
W8U3G2,Medical Records Clerk,1,1,3,3,247,19,30000.00,42000.00,36000.00
W8W8E7,Food & Beverage Server,1,1,3,3,282,0,14040.00,15210.00,14625.00
X2H7Y2,Janitor,1,1,4,3,445,2,16380.00,18720.00,17550.00
X3H8A6,Painter,1,1,4,3,331,5,32760.00,42120.00,37440.00
X7F6B5,Project Coordinator,1,5,4,3,149,5,45000.00,52000.00,48500.00
X8D4Y6,Claims Audit Manager,1,5,3,3,30,8,62500.00,75000.00,68750.00
X8K3Q2,Maintenance Labourer,1,1,4,0,454,5,18000.00,21600.00,19800.00
Y4P7E8,Car Wash Attendant,1,1,0,0,443,19,16380.00,23400.00,19890.00
Y8W2H4,Janitor,1,1,3,3,441,2,15210.00,28080.00,21645.00
D8F3S2,Steelman,1,0,3,3,358,5,16894.80,46800.00,31847.40
K8V8N2,Gardener,1,1,4,3,298,5,14040.00,16380.00,15210.00
N5X2F6,Manager - Fund Accounting,1,6,4,3,10,5,91666.67,108333.33,100000.00
T3M4C3,Carpenter,1,0,3,3,322,5,16894.80,46800.00,31847.40
T7R4J6,Masonry,1,0,3,3,319,5,16894.80,44202.60,30548.70
T8C6A3,Printing Finisher And Delivery Driver,1,1,2,3,362,5,15600.00,18720.00,17160.00
V8N8S6,Assistant Manager – Fund Accounting,1,6,3,3,10,5,91666.67,108333.33,100000.00
X8D3X5,Project Engineer,1,5,4,3,49,5,68880.00,118080.00,93480.00
Y8U2J4,Senior Fund Accountant,1,6,2,3,96,5,70833.33,87500.00,79166.67
A2K3X2,Server Assistant,1,1,1,3,256,5,12870.00,16380.00,14625.00
B3G4C7,Personal Trainer,0,3,2,3,211,5,24004.50,35997.00,30000.75
C5H6S5,Welder/fabricator,1,3,4,3,335,5,28080.00,32760.00,30420.00
D2Y3X4,Gardner,1,1,4,7,298,5,18720.00,18720.00,18720.00
D7T6A7,Dishwasher,1,1,3,3,463,5,16380.00,18720.00,17550.00
E5N8W6,Warehouse Associate,1,1,0,3,242,5,25272.00,34795.80,30033.90
G5K8Q7,Food & Beverage Server,1,1,3,3,256,5,12480.00,12480.00,12480.00
H3K5Y4,Food & Beverage Server & Beverage Server,1,1,4,3,375,5,14040.00,16380.00,15210.00
H4G8H5,Deli Associate,1,1,2,3,463,5,23985.00,33017.40,28501.20
J3V7A6,Roofer,1,1,2,3,324,5,20800.00,20800.00,20800.00
K8N8K7,Service Agent Agent Agent,1,1,0,3,194,5,23400.00,32432.40,27916.20
N3F4B4,Tender Captain/linesman,1,3,3,3,160,5,23400.00,28080.00,25740.00
N3K3R3,Server,1,1,4,11,256,0,10530.00,15210.00,12870.00
N8W6F3,Front End Associate,1,1,1,3,275,5,23985.00,33017.40,28501.20
P7S3F2,Bartender,1,1,2,3,257,5,14040.00,23400.00,18720.00
P7U2U2,Front End Supervisor,1,1,2,3,273,5,27729.00,38165.40,32947.20
S8S7A7,Dive Shop Coordinator/dive Instructor/ Boat Handler & Crew/dock Maintenance,1,3,4,13,386,5,22230.00,24570.00,23400.00
T5M7R2,Deli Supervisor,1,1,3,3,273,5,27729.00,38165.40,32947.20
T6C6M8,Line Cook,1,1,4,3,255,5,21060.00,23400.00,22230.00
W4R7T5,Shore Excursion Assistant,1,1,4,3,274,5,16000.00,18000.00,17000.00
X8G6P8,Food & Beverage Server,1,1,3,3,256,5,12480.00,12480.00,12480.00
Y5F7B2,Line Cook,1,1,4,3,255,5,21060.00,23400.00,22230.00
Y7P6A7,Tiler Helper,1,1,2,3,325,5,21060.00,25740.00,23400.00
A3M3M2,Mason Helper,1,1,3,3,319,5,22880.00,22880.00,22880.00
A3Q2G6,Maintenance Technician,1,3,2,5,142,11,23000.00,33000.00,28000.00
A3Y4V2,Receptionist/payment Clerk,1,1,2,8,236,18,29000.00,31000.00,30000.00
A4K6B8,Clinical Skills Lab Coordinator,1,5,3,3,72,2,24000.00,25200.00,24600.00
A6V4H6,Legal Consultant,1,3,4,3,118,14,66666.67,91666.67,79166.67
A7T5D3,Housekeeper,1,1,2,1,260,16,15210.00,16380.00,15795.00
A8A7J2,Janitor,1,1,7,3,439,5,21060.00,23400.00,22230.00
B6S4M4,Sales Representative,1,1,4,3,283,19,14040.00,18720.00,16380.00
B6V8F2,Food And Beverage Server,1,1,3,3,375,0,14040.00,16380.00,15210.00
